"PADK" "PACD" "PADQ" "PAHO" "PYAK" "PSIT" "PANT" "CYAZ" "KAST" "KOTH" "KACV" "KOAK" "KSFO" "KMRY" "KVBG" "KNTD" "KLAX" "KLGB" "KSAN" "KNZY"
"Sep_1967" 72.6495726495726 NA 53.5087719298246 21.6216216216216 64.4230769230769 NA NA 46.9026548672566 35.7142857142857 30.0884955752212 46.2962962962963 27.4509803921569 18.6274509803922 40 53.0973451327434 59.4827586206897 43.2432432432432 36.3636363636364 43.4782608695652 47.8991596638655
"May_1968" 81.0344827586207 NA 52.2935779816514 25.8928571428571 57.7981651376147 NA NA 35.9649122807018 40.1709401709402 39.2857142857143 44.5454545454545 22.2222222222222 27.7227722772277 35.2380952380952 32.7868852459016 28.4403669724771 25.2252252252252 28.3185840707965 35.042735042735 35.8974358974359
"Jun_1968" 90.7563025210084 NA 52.8301886792453 6.79611650485437 62.5 NA NA 39.6551724137931 46.7289719626168 30.0970873786408 47.6190476190476 23.3009708737864 18.4466019417476 42.2018348623853 41.8803418803419 59.0909090909091 47.6635514018692 40.5405405405405 51.304347826087 58.6206896551724
"Jul_1968" 88.2352941176471 NA 64.1666666666667 6.89655172413793 61.9047619047619 NA NA 35.3448275862069 41.8803418803419 43.1034482758621 63.9344262295082 28.9256198347107 21.3675213675214 45.8333333333333 45.5284552845528 32.2314049586777 13.4453781512605 13.9344262295082 24.5614035087719 23.9669421487603
"Aug_1968" 90.5982905982906 NA 32.1428571428571 8.84955752212389 33.6538461538462 NA NA 48.780487804878 42.8571428571429 50.4347826086956 57.3913043478261 32 29.8076923076923 46.0869565217391 49.5867768595041 36.5217391304348 30.7692307692308 23.9316239316239 23.0088495575221 28.5714285714286
"Sep_1968" 73.2142857142857 NA 39.4230769230769 11.9266055045872 63.8888888888889 NA NA 44.5544554455446 44.1176470588235 33.3333333333333 42.6086956521739 30.188679245283 25.6880733944954 34.5454545454545 47.5 46.6101694915254 31.3559322033898 23.3333333333333 33.8983050847458 31.6666666666667
"May_1969" 88.3333333333333 83.1932773109244 59.6330275229358 18.4466019417476 73.2673267326733 NA NA 36.6071428571429 45.1923076923077 46.3636363636364 56.5217391304348 28.2051282051282 27.1929824561404 44.6280991735537 53.781512605042 60.1769911504425 50.4132231404959 45.3781512605042 57.8947368421053 63.1147540983607
"Jun_1969" 93.3333333333333 92.3076923076923 71.1538461538462 12 64.4230769230769 NA NA 43.5897435897436 69.0265486725664 73.6842105263158 69.7478991596639 53.0434782608696 50.8620689655172 71.1864406779661 69.7478991596639 55.4621848739496 63.2478632478632 57.1428571428571 67.5 65.8333333333333
"Jul_1969" 89.2561983471074 83.3333333333333 57.6576576576577 9.09090909090909 76.2295081967213 NA NA 36.2068965517241 47.1544715447154 31.0344827586207 59.1666666666667 18.3333333333333 9.32203389830508 44.1666666666667 55.4621848739496 43.4782608695652 22.7272727272727 20.5357142857143 29.2452830188679 36.3636363636364
"Aug_1969" 76.0683760683761 78.2608695652174 25.5102040816327 6.54205607476635 52.7777777777778 NA NA 36.6666666666667 29.0598290598291 20.3389830508475 43.6974789915966 10.6194690265487 4.42477876106195 29.3103448275862 43.4782608695652 55.7522123893805 29.4642857142857 19.8275862068966 21.2389380530973 27.5229357798165
"Sep_1969" 64.3478260869565 79.4871794871795 58.1818181818182 11.5044247787611 51.3274336283186 NA NA 42.6086956521739 40.3669724770642 33.9622641509434 45.7142857142857 20.5357142857143 13.3928571428571 39.6551724137931 66.3793103448276 63.5593220338983 50 31.0344827586207 43.1034482758621 50.4347826086956
"May_1970" 91.1290322580645 76.4227642276423 71.6666666666667 17.1171171171171 71.1711711711712 NA NA 37.8640776699029 41.4414414414414 23.4234234234234 35.8974358974359 23.3644859813084 24.2990654205607 40.3508771929825 48.2456140350877 39.6694214876033 28.3333333333333 29.5081967213115 41.2280701754386 44.0677966101695
"Jun_1970" 91.5966386554622 67.5213675213675 58.7719298245614 6.19469026548673 61.2068965517241 NA NA 29.8076923076923 40.3669724770642 35.1351351351351 61.6071428571429 27.027027027027 24.5614035087719 42.8571428571429 59.8290598290598 49.1525423728814 45.2991452991453 38.4615384615385 55.1724137931034 56.7796610169492
"Jul_1970" 92.741935483871 77.4193548387097 70.4347826086957 6.61157024793388 73.0434782608696 NA NA 50.4201680672269 41.8803418803419 34.1880341880342 70.4918032786885 27.8688524590164 19.0082644628099 45.9016393442623 48.3870967741936 43.6974789915966 21.551724137931 15.0442477876106 28.5714285714286 37.2881355932203
"Aug_1970" 92.5619834710744 82.258064516129 54.3103448275862 13.9130434782609 66.1157024793389 NA NA 49.1379310344828 50 46.7213114754098 67.479674796748 37.0967741935484 27.4193548387097 49.1935483870968 44.7154471544715 35.8333333333333 24.5762711864407 10.8333333333333 26.271186440678 31.1475409836066
"Sep_1970" 56.6666666666667 64.7058823529412 46.0176991150442 12.8440366972477 62.5 NA NA 30.9734513274336 22.4137931034483 26.0869565217391 19.4444444444444 6.08695652173913 2.58620689655172 15.2380952380952 26.7857142857143 33.3333333333333 20.3389830508475 14.5299145299145 26.9565217391304 28.2051282051282
"May_1971" 74.1935483870968 84.6774193548387 73.9837398373984 30.5084745762712 80.3418803418803 NA NA 39.8230088495575 55 49.1379310344828 51.2820512820513 36.6071428571429 34.7457627118644 50 53.3898305084746 49.0909090909091 38.0530973451327 37.2881355932203 52.0325203252033 49.1803278688525
"Jun_1971" 85.8333333333333 83.1932773109244 76.6666666666667 19.1666666666667 65.2173913043478 NA NA 62.9310344827586 40.1709401709402 33.3333333333333 55.9633027522936 36.8421052631579 28.448275862069 44.8275862068966 61.2068965517241 48.2456140350877 37.0689655172414 36.9747899159664 53.448275862069 53.781512605042
"Jul_1971" 94.3548387096774 75 52.991452991453 21.6216216216216 80 NA NA 41.7391304347826 50 38.655462184874 60.9756097560976 25.4098360655738 23.9669421487603 49.5934959349593 58.8709677419355 49.1228070175439 23.9316239316239 17.3913043478261 36.5217391304348 42.5
"Aug_1971" 87.0967741935484 94.3089430894309 52.4590163934426 32.2314049586777 67.7685950413223 NA NA 44.1441441441441 34.1666666666667 41.6666666666667 54.2372881355932 23.728813559322 13.9344262295082 30.327868852459 38.9830508474576 33.0578512396694 14.7540983606557 13.1147540983607 25.6198347107438 27.0491803278689
"Sep_1971" 73.3333333333333 73.9495798319328 46.0176991150442 6.19469026548673 45.2173913043478 NA NA 28.4403669724771 24.5614035087719 25.9259259259259 43.5897435897436 10.9243697478992 9.16666666666667 17.5 21.2389380530973 23.2758620689655 21.6666666666667 21.0084033613445 28.2051282051282 26.271186440678
"May_1972" 88.2352941176471 76.6666666666667 63.3928571428571 22.0183486238532 56.3025210084034 NA NA 42.3423423423423 43.9252336448598 50.9433962264151 65.2542372881356 27.5229357798165 23.2142857142857 NA 39.8305084745763 33.3333333333333 26.4462809917355 24.5614035087719 28.448275862069 24.3697478991597
"Jun_1972" 85.8333333333333 88.3333333333333 67.2268907563025 10.5263157894737 72.0720720720721 NA NA 44.5454545454545 50.4424778761062 30.0970873786408 61.7391304347826 26.7857142857143 21.0526315789474 NA 55.6521739130435 41.2280701754386 39.2857142857143 37.3913043478261 53.3333333333333 55.5555555555556
"Jul_1972" 88.7096774193548 60.655737704918 39.8305084745763 4.95049504950495 56.3025210084034 NA NA 38.0165289256198 46.7213114754098 43.5897435897436 76.2295081967213 33.6206896551724 26.7241379310345 NA 39.6694214876033 36.8421052631579 19.1304347826087 16.3793103448276 20 23.7704918032787
"Aug_1972" 86.6666666666667 93.5483870967742 66.1157024793389 15.702479338843 77.2357723577236 NA NA 30.2752293577982 23.9669421487603 28.448275862069 49.5798319327731 21.9298245614035 12.9310344827586 NA 40.495867768595 24.5901639344262 23.9316239316239 18.0327868852459 27.1186440677966 30.8333333333333
"Sep_1972" 94.1666666666667 59.4827586206897 38.655462184874 10.6194690265487 51.3274336283186 NA NA 44.5454545454545 35.3982300884956 25 45.6140350877193 26.3636363636364 20.7207207207207 NA 37.3913043478261 32.4561403508772 19.6428571428571 20.7547169811321 39.8230088495575 34.2105263157895
"May_1973" 80.6451612903226 81.4516129032258 80.4878048780488 19.8275862068966 69.2307692307692 NA NA 44.4444444444444 46.3636363636364 38.6792452830189 55.3571428571429 18.8679245283019 17.9245283018868 40 60.8695652173913 60.655737704918 52.1008403361345 48.2758620689655 55.7377049180328 59.0163934426229
"Jun_1973" 74.7899159663866 76.0683760683761 55.9322033898305 11.8181818181818 44.5454545454545 NA NA 39.2523364485981 42.2018348623853 31.7307692307692 42.8571428571429 18.018018018018 11.6071428571429 37.8640776699029 50.9090909090909 57.5221238938053 36.4485981308411 34.2342342342342 47.1153846153846 43.5897435897436
"Jul_1973" 90.0826446280992 86.0655737704918 68.3333333333333 10.1851851851852 67.5 NA NA 40.8333333333333 41.1764705882353 36.3636363636364 52.8925619834711 22.5806451612903 14.5161290322581 40.6779661016949 53.2258064516129 60.655737704918 44.1666666666667 37.9032258064516 50.4201680672269 55.6451612903226
"Aug_1973" 90.983606557377 79.3388429752066 24.7787610619469 13.7614678899083 61.864406779661 NA NA 49.5798319327731 57.7235772357724 36.7521367521368 66.6666666666667 30.6451612903226 22.1311475409836 47.9338842975207 55.7377049180328 57.258064516129 33.0578512396694 27.4193548387097 37.7049180327869 42.2764227642276
"Sep_1973" 69.7478991596639 65.546218487395 42.6086956521739 13.1578947368421 38.0530973451327 NA NA 39.8305084745763 36.9369369369369 34.8623853211009 41.025641025641 35.3982300884956 28.3185840707965 47.6190476190476 60.5263157894737 63.2478632478632 48.2758620689655 49.1525423728814 52.1008403361345 50
"May_1974" 89.5161290322581 87.603305785124 56.8965517241379 11.7117117117117 60.3448275862069 NA NA 52.6315789473684 45.2991452991453 34.2105263157895 25.6637168141593 20.353982300885 13.2743362831858 37.9310344827586 54.1666666666667 51.2396694214876 38.655462184874 52.991452991453 56.6666666666667 59.3220338983051
"Jun_1974" 90.8333333333333 86.2068965517241 33.0275229357798 2.83018867924528 56.8965517241379 NA NA 43.1192660550459 43.75 46.9026548672566 59.1304347826087 24.1071428571429 21.9298245614035 36.9369369369369 47.3214285714286 48.3333333333333 36.7521367521368 30.7017543859649 40.1709401709402 44.1666666666667
"Jul_1974" 86.8852459016393 80.6451612903226 47.8260869565217 8.54700854700855 54.7008547008547 NA NA 40 42.1052631578947 41.2280701754386 50.8333333333333 30 24.390243902439 42.1052631578947 43.6974789915966 33.6065573770492 23.9669421487603 15.9663865546218 27.1186440677966 30.5084745762712
"Aug_1974" 81.9672131147541 79.6747967479675 36.2068965517241 8.47457627118644 50.4347826086956 NA NA 52.1367521367521 60.5042016806723 37.5 58.8235294117647 39.3162393162393 26.890756302521 48.2758620689655 73.3333333333333 55.6451612903226 42.1052631578947 36.7521367521368 48.3333333333333 49.1803278688525
"Sep_1974" 60.6837606837607 83.1932773109244 52.1739130434783 21.1864406779661 50 NA NA 25.9259259259259 31.25 45.5357142857143 67.2413793103448 36.4406779661017 20.8333333333333 50 60.1694915254237 58.3333333333333 47.8260869565217 29.0598290598291 40.3361344537815 46.1538461538462
"May_1975" 77.0491803278689 67.5 65 19.6581196581197 52.1739130434783 47.1153846153846 32.7102803738318 41.1290322580645 45.8715596330275 36.6071428571429 34.453781512605 20.3703703703704 18.0952380952381 40.5172413793103 52.991452991453 55.2845528455285 41.8032786885246 26.0504201680672 49.5867768595041 52.4193548387097
"Jun_1975" 89.9159663865546 71.4285714285714 50.8474576271186 18.2608695652174 78.9915966386555 70.7547169811321 43.3628318584071 42.3728813559322 50 42.5925925925926 38.7931034482759 29.6610169491525 28.448275862069 51.7543859649123 75.2808988764045 65 62.1621621621622 45.045045045045 54.7826086956522 65.7894736842105
"Jul_1975" 89.5161290322581 69.9186991869919 48.7179487179487 18.5840707964602 53.3898305084746 68.8073394495413 56.4102564102564 47.5806451612903 50 47.5409836065574 56.9105691056911 35.4838709677419 35.8695652173913 46.6101694915254 70.1149425287356 52.5 30.1724137931034 26.2295081967213 40.1709401709402 43.801652892562
"Aug_1975" 87.603305785124 86.7768595041322 31.6239316239316 22.1238938053097 52.1008403361345 50.4347826086956 48.7394957983193 70.9677419354839 53.781512605042 39.8305084745763 56.198347107438 27.6422764227642 23.9130434782609 43.3333333333333 56.0975609756098 51.6129032258064 38.9380530973451 27.6422764227642 35 35.5371900826446
"Sep_1975" 71.6666666666667 81.6666666666667 46.6101694915254 12.6050420168067 75.2136752136752 64.6551724137931 44.2477876106195 31.3559322033898 24.3478260869565 42.4778761061947 70 38.2608695652174 22.6086956521739 51.2820512820513 51.1904761904762 45.8333333333333 32.4786324786325 26.271186440678 34.7457627118644 32.7586206896552
"May_1976" 82.9268292682927 82.7868852459016 54.2372881355932 16.3793103448276 66.9421487603306 57.9439252336449 60.1851851851852 51.7543859649123 35.2941176470588 28.3333333333333 27.5 21.4285714285714 21.1538461538462 40.5660377358491 54.0540540540541 47.5409836065574 38.3333333333333 32.2033898305085 48.7179487179487 46.7213114754098
"Jun_1976" 92.5 72.4137931034483 42.3728813559322 5.35714285714286 58.4745762711864 66.9642857142857 51.0204081632653 42.8571428571429 37.3913043478261 27.3504273504274 40.8695652173913 19.0909090909091 20 21.6981132075472 22.4719101123595 21.2389380530973 18.348623853211 21.0526315789474 21.4285714285714 26.9565217391304
"Jul_1976" 86.0655737704918 81.3008130081301 67.479674796748 8.69565217391304 31.6666666666667 32.1100917431193 51.4018691588785 38.7931034482759 29.2682926829268 30.5084745762712 55.8333333333333 30.8943089430894 23.7704918032787 37.6068376068376 66.2650602409639 61.4754098360656 42.6229508196721 36.0655737704918 55.7377049180328 59.0163934426229
"Aug_1976" 91.1290322580645 80.4878048780488 54.5454545454545 17.0731707317073 45.9016393442623 40.1960784313725 53.3980582524272 65.1785714285714 49.1935483870968 47.0588235294118 60.655737704918 28.3333333333333 27.2727272727273 38.7387387387387 39.2857142857143 18.0327868852459 18.8524590163934 14.6341463414634 22.1311475409836 26.2295081967213
"Sep_1976" 80.8333333333333 84.4827586206897 50.8474576271186 14.6551724137931 35.9649122807018 22.972972972973 52 45.045045045045 33.0434782608696 37.9310344827586 47.3684210526316 28.8288288288288 25.8928571428571 27.3584905660377 40.8450704225352 48.2456140350877 35.1851851851852 36.036036036036 45.045045045045 51.8181818181818
"May_1977" 79.6747967479675 73.9837398373984 33.9130434782609 23.6842105263158 18.4210526315789 21.4953271028037 32.9787234042553 58.974358974359 45.0819672131148 39.0243902439024 24.0740740740741 21.1864406779661 22.2222222222222 27.2727272727273 16.6666666666667 25.2032520325203 29.3103448275862 21.8487394957983 31.8965517241379 37.1900826446281
"Jun_1977" 89.1666666666667 91.5966386554622 42.6086956521739 10 31.8965517241379 52.1739130434783 62.8571428571429 50.4504504504504 59.6330275229358 41.4414414414414 64.9122807017544 34.3434343434343 33.9805825242718 46.2264150943396 56.3218390804598 58.2608695652174 48.2758620689655 36.1111111111111 49.5495495495495 57.0175438596491
"Jul_1977" 84.5528455284553 71.551724137931 47.4576271186441 4.31034482758621 47.0588235294118 56.5217391304348 45.8715596330275 46.551724137931 47.008547008547 29.6610169491525 44.8275862068966 21.4876033057851 15.5737704918033 27.2727272727273 30 37.2881355932203 20 16.9642857142857 29.2035398230088 32.2033898305085
"Aug_1977" 87.9032258064516 83.6065573770492 57.8512396694215 15.9663865546218 30 43.4782608695652 26.1682242990654 46.0869565217391 55.6451612903226 53.3333333333333 69.672131147541 41.8181818181818 31.5315315315315 45.045045045045 54.2553191489362 45 24.5901639344262 24.1666666666667 33.3333333333333 40.6779661016949
"Sep_1977" 67.5213675213675 50 14.6788990825688 21.6216216216216 28.8288288288288 27.4336283185841 40.8602150537634 33.9285714285714 28.2051282051282 34.2105263157895 45.3781512605042 29.7297297297297 21.0526315789474 24.7706422018349 40 37.719298245614 30.5084745762712 27.1186440677966 19.6261682242991 29.5652173913043
"May_1978" 80.6451612903226 78.8617886178862 68.3333333333333 16.5289256198347 54.6218487394958 50.8928571428571 37.8640776699029 38.2608695652174 37.9310344827586 27.1186440677966 22.3214285714286 9.52380952380952 6.66666666666667 18.1818181818182 26.6666666666667 25.6880733944954 21.9298245614035 18.9655172413793 24.3243243243243 19.8198198198198
"Jun_1978" 90.8333333333333 70.5882352941177 25.2173913043478 16.3793103448276 72.4137931034483 56.1904761904762 20 33.0357142857143 43.859649122807 35.0877192982456 54.3859649122807 20.5128205128205 18.8034188034188 32.6732673267327 42.1686746987952 36.283185840708 30.7692307692308 15.7894736842105 28.0701754385965 31.304347826087
"Jul_1978" 86.0655737704918 69.9186991869919 63.4146341463415 15.5737704918033 69.3548387096774 66.3636363636364 40.7766990291262 47.8260869565217 61.7886178861789 39.8305084745763 61.4754098360656 27.8688524590164 26.6129032258064 48.3050847457627 53.1645569620253 39.1666666666667 21.1382113821138 13.8211382113821 25.8333333333333 29.1666666666667
"Aug_1978" 82.7868852459016 63.9344262295082 43.5897435897436 18.3333333333333 38.8429752066116 54 47 55.9633027522936 45.0819672131148 36.4406779661017 47.008547008547 13.8211382113821 8.19672131147541 28.0373831775701 46.6666666666667 49.1666666666667 26.8292682926829 25.6198347107438 31.0924369747899 34.453781512605
"Sep_1978" 74.7826086956522 53.781512605042 24.2990654205607 13.1578947368421 33.6283185840708 28.8461538461538 42.8571428571429 47.787610619469 38.3928571428571 34.6153846153846 28.5714285714286 8.18181818181818 10 13.4615384615385 12.5 25.4237288135593 19.8275862068966 19.1304347826087 31.304347826087 26.7241379310345
"May_1979" 85.4838709677419 59.504132231405 59.6638655462185 18.3333333333333 75.8620689655172 54.7826086956522 40 49.5495495495495 40.3669724770642 38.4615384615385 45.5357142857143 27.3504273504274 22.0338983050847 39.4736842105263 46.5909090909091 44.9152542372881 39.2857142857143 31.5789473684211 47.4576271186441 54.1666666666667
"Jun_1979" 93.2203389830508 71.551724137931 42.8571428571429 13.1578947368421 76.9230769230769 57.2727272727273 38.2352941176471 50 36.7521367521368 24.3478260869565 39.8230088495575 18.4210526315789 14.4067796610169 31.1926605504587 41.6666666666667 37.3913043478261 31.0344827586207 24.3478260869565 40.3669724770642 41.8181818181818
"Jul_1979" 80.6451612903226 74.5901639344262 35.6521739130435 16.2393162393162 69.1666666666667 55.5555555555556 31.5789473684211 48.3050847457627 34.7107438016529 31.6666666666667 48.695652173913 30.7017543859649 20 37.2881355932203 55.8139534883721 49.5575221238938 29.0598290598291 22.8813559322034 34.7107438016529 33.6065573770492
"Aug_1979" 91.9354838709677 77.3109243697479 40 21.0084033613445 68.4210526315789 43.859649122807 32.6732673267327 55.5555555555556 42.0168067226891 29.3103448275862 40.1709401709402 28.099173553719 21.6666666666667 29.5652173913043 54.0229885057471 40.495867768595 31.0924369747899 25.2032520325203 38.655462184874 41.6666666666667
"Sep_1979" 86.6666666666667 50.8771929824561 42.6086956521739 15.5172413793103 63.1067961165049 25.9259259259259 51.8867924528302 41.3461538461538 18.1818181818182 36.2068965517241 28.9473684210526 16.1016949152542 11.0169491525424 18.5840707964602 29.8507462686567 17.8571428571429 13.8888888888889 11.0091743119266 17.5438596491228 22.6086956521739
"May_1980" 93.5483870967742 68.6440677966102 67.5213675213675 27.2727272727273 73.3333333333333 44.3396226415094 39.4230769230769 42.5742574257426 58.4745762711864 40.6779661016949 50 29.9065420560748 29.7297297297297 50 42.3076923076923 41.3793103448276 34.4827586206897 23.3333333333333 43.4426229508197 42.9752066115703
"Jun_1980" 95 82.5 34.6153846153846 20.353982300885 69.6428571428571 41.5929203539823 38.0434782608696 45.2991452991453 38.5964912280702 23.4782608695652 40.7079646017699 23.6842105263158 27.4336283185841 31.8965517241379 35.3658536585366 17.5925925925926 12.3809523809524 15.2380952380952 25 27.1028037383178
"Jul_1980" 91.9354838709677 71.3114754098361 40.3361344537815 23.5294117647059 75.6302521008403 66.0869565217391 66.3793103448276 51.3274336283186 54.0983606557377 28.3333333333333 54.5454545454545 33.0578512396694 23.3333333333333 41.1290322580645 44.9438202247191 26.6666666666667 23.5294117647059 8.47457627118644 26.271186440678 29.2682926829268
"Aug_1980" 89.1666666666667 59.6638655462185 33.6283185840708 22.5 61.8181818181818 45.4545454545455 42.5925925925926 55.6521739130435 70.2479338842975 39.6551724137931 65.8333333333333 36.3636363636364 24.1666666666667 47.3684210526316 61.9047619047619 29.8387096774194 23.5772357723577 15.5737704918033 34.7107438016529 35.4838709677419
"Sep_1980" 78.9915966386555 56.7796610169492 35.6521739130435 10.2564102564103 77.1929824561403 42.2018348623853 43.298969072165 66.6666666666667 57.0093457943925 38.7931034482759 44.4444444444444 33.0434782608696 25.6410256410256 46.0869565217391 57.1428571428571 54.6218487394958 47.5 38.135593220339 45.2991452991453 49.1525423728814
"May_1981" 91.9354838709677 38.4615384615385 50.8333333333333 19.0082644628099 63.8095238095238 37.3913043478261 36.283185840708 43.859649122807 37.2881355932203 36.9747899159664 32.4324324324324 18.75 17.3076923076923 31.1475409836066 54.1176470588235 46.2962962962963 35.7142857142857 36.8421052631579 53.9130434782609 50.4132231404959
"Jun_1981" 93.3333333333333 49.5798319327731 23.0088495575221 5.21739130434783 54.3859649122807 36.3636363636364 31.7757009345794 49.0566037735849 38.0530973451327 37.037037037037 33.0188679245283 8.7719298245614 9.09090909090909 18.2608695652174 31.7647058823529 38.135593220339 26.6666666666667 22.5 32.4786324786325 36.4406779661017
"Jul_1981" 91.0569105691057 76.4705882352941 42.6229508196721 20.8333333333333 91.869918699187 72.6495726495726 18.75 42.9824561403509 50.8333333333333 33.3333333333333 50 30.8943089430894 17.2413793103448 43.9655172413793 54.4444444444444 42.8571428571429 14.2857142857143 14.2857142857143 26.3157894736842 29.1666666666667
"Aug_1981" 87.0967741935484 71.900826446281 42.2764227642276 39.1666666666667 75.8064516129032 61.8181818181818 32.1428571428571 53.448275862069 45 51.2605042016807 67.2413793103448 37.3983739837398 24.390243902439 45 46.5116279069767 33.6065573770492 19.672131147541 18.8524590163934 30.7692307692308 29.1666666666667
"Sep_1981" 73.728813559322 52.1008403361345 37.6068376068376 14.7826086956522 73.728813559322 53.7735849056604 46.4285714285714 45.7142857142857 24.7787610619469 34.4827586206897 49.1379310344828 27.9661016949153 23.2142857142857 33.0357142857143 52.9411764705882 45.7627118644068 31.6239316239316 27.1929824561404 28.2051282051282 26.6666666666667
"May_1982" 87.0967741935484 67.2131147540984 43.2432432432432 15.929203539823 72.8813559322034 55.6521739130435 32.7272727272727 20.5607476635514 46.1538461538462 27.5862068965517 35.1851851851852 33.3333333333333 30 58.974358974359 64 53.9130434782609 49.1228070175439 45.7627118644068 55.3719008264463 55.7377049180328
"Jun_1982" 92.5 73.9495798319328 61.2068965517241 7.3394495412844 74.3362831858407 62.0689655172414 22.2222222222222 48.1481481481481 65.1785714285714 58.2608695652174 68.0672268907563 46.1538461538462 35.5932203389831 57.7586206896552 63.6363636363636 53.9130434782609 52.5423728813559 53.8461538461538 59.4827586206897 59.6638655462185
"Jul_1982" 89.344262295082 83.1932773109244 34.7826086956522 15.7894736842105 65.8333333333333 64.5454545454545 38.3333333333333 40 48.695652173913 46.4912280701754 60 32.2314049586777 29.8245614035088 50.9259259259259 53.6585365853659 30.5084745762712 11.6666666666667 13.0081300813008 25.8333333333333 27.0491803278689
"Aug_1982" 89.5161290322581 74.7899159663866 36.283185840708 14.2857142857143 62.6016260162602 60 30.7017543859649 36.697247706422 32.4786324786325 33.0578512396694 57.9831932773109 25.8333333333333 19.4690265486726 36.697247706422 54.8780487804878 33.6134453781513 23.4782608695652 19.2982456140351 36.036036036036 37.8151260504202
"Sep_1982" 71.4285714285714 80.5084745762712 47.4576271186441 24.3478260869565 65.2542372881356 63.4782608695652 47.3684210526316 39.1752577319588 28.448275862069 27.6785714285714 38.2608695652174 13.0434782608696 11.4035087719298 22.1238938053097 32.5 29.5652173913043 20 27.6785714285714 29.4642857142857 36.5217391304348
"May_1983" 92.741935483871 76.0330578512397 63.3333333333333 15.5737704918033 71.9298245614035 54.2857142857143 41.1214953271028 30.5263157894737 49.1525423728814 47.0588235294118 55 30.1724137931034 23.728813559322 34.2592592592593 35.7142857142857 41.1764705882353 32.520325203252 23.1404958677686 40.1639344262295 45.8333333333333
"Jun_1983" 95.6140350877193 58.8235294117647 66.6666666666667 13.5593220338983 44.9152542372881 35.3448275862069 35.7142857142857 30.0970873786408 43.4782608695652 38.1818181818182 33.3333333333333 23.2142857142857 22.4299065420561 47.6635514018692 70.4545454545455 67.7966101694915 50.8474576271186 44.4444444444444 52.1008403361345 58.1196581196581
"Jul_1983" 92.741935483871 68.8524590163934 37.6068376068376 7.5 51.6949152542373 45.945945945946 35.0877192982456 39.8058252427184 43.3333333333333 37.7049180327869 50.4065040650407 26.4462809917355 23.1404958677686 35.9649122807018 38.4615384615385 29.2682926829268 17.3553719008264 20.3252032520325 30.2521008403361 30.6451612903226
"Aug_1983" 87.0967741935484 82.7868852459016 19.6581196581197 19.1304347826087 61.1570247933884 48.6725663716814 47.5409836065574 28.7234042553192 34.7826086956522 24.7787610619469 59.8360655737705 19.0082644628099 16.6666666666667 30.9090909090909 41.7582417582418 21.7741935483871 13.9344262295082 12.396694214876 17.5438596491228 26.4462809917355
"Sep_1983" 66.6666666666667 65.8119658119658 26.0869565217391 15.929203539823 51.304347826087 45.8333333333333 30.5555555555556 30.3030303030303 37.962962962963 15.6521739130435 36.2068965517241 23.5294117647059 22.6890756302521 36.4485981308411 27.710843373494 38.3333333333333 17.5 18.4873949579832 19.2307692307692 26.0504201680672
"May_1984" 81.3008130081301 77.5 34.8214285714286 10.8108108108108 49.5575221238938 28.8288288288288 28.4403669724771 47.1910112359551 42.7350427350427 41.8181818181818 29.8969072164948 5.94059405940594 7.47663551401869 5.76923076923077 21.4285714285714 30.2521008403361 21.4285714285714 20.5128205128205 29.9145299145299 34.1666666666667
"Jun_1984" 90 79.8245614035088 48.2456140350877 8.84955752212389 58.0357142857143 39.8230088495575 48.2758620689655 41.25 54.0540540540541 37.7358490566038 45.6896551724138 27.6190476190476 26.0416666666667 43.5185185185185 50 41.8803418803419 31.1926605504587 29.3103448275862 35.4545454545455 46.1538461538462
"Jul_1984" 78.0487804878049 85.8333333333333 46.6101694915254 21.7391304347826 70.9401709401709 40.1709401709402 40.5172413793103 36.5853658536585 42.6086956521739 25 39.344262295082 20.1754385964912 16.504854368932 32.2033898305085 43.0232558139535 33.0578512396694 16.2162162162162 7.5 17.4311926605505 20.1680672268908
"Aug_1984" 83.8709677419355 78.6885245901639 31.3559322033898 22.7642276422764 42.7350427350427 34.8623853211009 49.1071428571429 41.9753086419753 31.5315315315315 32.1100917431193 55.5555555555556 24.7863247863248 17.3076923076923 33.6134453781513 37.2340425531915 26.8292682926829 21.3675213675214 20.6611570247934 42.2018348623853 40.9836065573771
"Sep_1984" 76.6666666666667 62.0689655172414 44.2477876106195 15.3846153846154 30.0884955752212 19.6078431372549 24.7787610619469 36.7647058823529 22.2222222222222 21.4953271028037 28.5714285714286 7.61904761904762 6.66666666666667 12.8440366972477 14.2857142857143 15.3846153846154 13.0841121495327 13.4453781512605 20 25.2100840336134
"May_1985" 86.9918699186992 64.1666666666667 44.0677966101695 22.8813559322034 70 62.9310344827586 37.719298245614 43.3628318584071 42.7350427350427 31.858407079646 32.4561403508772 26.3636363636364 32.6315789473684 29.5652173913043 31.7647058823529 42.2413793103448 27.3584905660377 32.4786324786325 48.5981308411215 44.5378151260504
"Jun_1985" 85 78.3333333333333 56.4102564102564 14.4144144144144 76.5765765765766 49.4845360824742 25 21.2765957446809 30.188679245283 24.5614035087719 46.0176991150442 22.2222222222222 18.6813186813187 30.0884955752212 48.75 50 36.5384615384615 26.5486725663717 37.1134020618557 34.1880341880342
